FechaHora,Pitch,Roll,Latitud,Longitud,Velocidad,Rumbo
2025-06-25 00:36:19,11.9,-1.2,-12.018407,-77.502755,13.3,359.7
2025-06-25 00:36:35,12.0,1.3,-12.018147,-77.502755,13.4,358.8
2025-06-25 00:36:50,12.8,0.5,-12.017887,-77.502755,13.3,1.3
2025-06-25 00:37:05,12.3,-1.9,-12.017613,-77.502755,13.3,358.1
2025-06-25 00:37:22,11.8,-1.4,-12.01734,-77.502755,13.2,359.5
2025-06-25 00:37:34,12.7,-2.0,-12.017118,-77.502755,13.3,0.6
2025-06-25 00:37:47,12.0,-1.1,-12.016918,-77.502755,13.2,357.7
2025-06-25 00:37:59,12.2,1.1,-12.016708,-77.502755,13.3,358.7
2025-06-25 00:38:12,12.2,-0.4,-12.016473,-77.502755,13.3,355.9
2025-06-25 00:38:28,12.6,1.1,-12.016212,-77.502755,13.3,351.8
2025-06-25 00:38:42,12.1,-0.9,-12.015952,-77.502755,13.3,348.6
2025-06-25 00:38:59,11.9,-1.3,-12.015703,-77.502755,13.3,348.7
2025-06-25 00:39:13,12.8,1.8,-12.015445,-77.502755,13.3,348.7
2025-06-25 00:01:40,11.5,-2.0,-12.053593,-77.502755,11.9,357.8
2025-06-25 00:01:55,11.6,1.9,-12.053365,-77.502755,12.8,360.0
2025-06-25 00:02:05,12.1,-0.5,-12.053192,-77.502755,13.2,357.7
2025-06-25 00:02:25,12.7,-0.7,-12.052845,-77.502755,13.3,359.2
2025-06-25 00:02:38,11.8,-2.0,-12.052647,-77.502755,13.3,359.3
2025-06-25 00:02:49,12.2,-1.5,-12.052437,-77.502755,13.2,0.8
2025-06-25 00:03:02,12.7,-1.5,-12.052225,-77.502755,13.3,3.8
2025-06-25 00:03:27,12.4,2.0,-12.051803,-77.502755,13.2,1.5
2025-06-25 00:03:42,11.8,-1.5,-12.051543,-77.502755,13.3,4.5
2025-06-25 00:03:56,12.7,0.2,-12.051283,-77.502755,13.4,3.9
2025-06-25 00:04:11,12.5,1.3,-12.051023,-77.502755,13.3,2.1
2025-06-25 00:04:26,11.7,-2.0,-12.050762,-77.502755,13.2,2.0
2025-06-25 00:04:41,12.6,1.6,-12.050502,-77.502755,13.3,2.9
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 00:15:07,12.5,-1.2,-12.039982,-77.502755,13.2,349.8
2025-06-25 00:15:23,11.8,-1.1,-12.039733,-77.502755,13.3,352.1
2025-06-25 00:35:06,11.9,-1.9,-12.019672,-77.502755,13.2,6.1
2025-06-25 00:35:21,12.6,0.6,-12.019412,-77.502755,13.3,5.1
2025-06-25 00:35:36,12.5,1.0,-12.019152,-77.502755,13.3,6.6
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 00:36:22,12.7,1.3,-12.018345,-77.502755,13.3,360.0
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 02:51:45,12.6,1.9,-11.922695,-77.581002,13.2,303.5
2025-06-25 02:52:00,11.8,-2.0,-11.92256,-77.581153,13.3,303.6
2025-06-25 02:54:30,12.1,1.4,-11.92127,-77.58271,13.2,299.6
2025-06-25 02:54:45,12.8,-1.9,-11.921157,-77.582863,13.4,298.1
2025-06-25 02:57:00,12.7,1.8,-11.920022,-77.584258,13.3,296.4
2025-06-25 02:57:12,12.0,-0.3,-11.919925,-77.584388,13.3,297.5
2025-06-25 02:57:24,12.1,-1.1,-11.919827,-77.584518,13.4,296.6
2025-06-25 02:57:37,12.7,-2.0,-11.919737,-77.58464,13.2,296.9
2025-06-25 02:57:49,11.8,-0.3,-11.91965,-77.584838,13.3,293.2
2025-06-25 02:58:04,12.7,-0.7,0.0,-11.919555,13.3,293.6
2025-06-25 02:58:19,12.3,1.6,-11.91946,-77.585442,13.4,292.4
2025-06-25 02:58:34,11.8,-1.6,-11.91936,-77.585762,13.3,292.1
2025-06-25 02:58:49,12.6,0.8,-11.919263,-77.586067,13.3,291.6
2025-06-25 02:59:04,11.9,-2.0,-11.919168,-77.586372,0.0,290.5
2025-06-25 02:59:19,11.8,-2.0,-11.919078,-77.586693,13.3,290.5
2025-06-25 02:59:34,12.3,0.7,-11.918985,-77.587013,13.2,291.1
2025-06-25 02:59:49,12.6,0.3,-11.91889,-77.587318,13.3,292.8
2025-06-25 03:00:04,11.7,-1.2,-11.918795,-77.587608,13.3,292.0
2025-06-25 03:00:19,12.5,1.8,-11.918695,-77.587928,13.2,292.5
2025-06-25 03:00:34,12.6,-1.2,-11.918602,-77.588233,13.3,291.3
2025-06-25 03:00:49,11.8,0.2,-11.918505,-77.588538,13.3,291.5
2025-06-25 03:01:04,12.5,0.8,-11.91842,-77.58886,13.3,288.8
2025-06-25 03:01:18,12.4,-1.6,-11.918343,-77.589165,13.2,288.1
2025-06-25 03:01:35,11.8,0.2,-11.91826,-77.5895,13.3,286.3
2025-06-25 03:01:49,12.6,-0.8,-11.918192,-77.58979,13.3,285.8
2025-06-25 03:02:04,12.8,-1.6,-11.918132,-77.590095,13.4,284.8
2025-06-25 03:02:19,11.7,2.0,-11.918075,-77.5904,13.2,284.1
2025-06-25 03:02:34,12.5,-1.8,-11.918015,-77.590722,13.2,284.6
2025-06-25 03:02:50,12.6,-0.3,-11.917948,-77.591027,13.3,287.0
2025-06-25 03:03:04,11.7,1.2,-11.917868,-77.591347,13.2,289.8
2025-06-25 03:03:19,12.2,-1.8,-11.917792,-77.591652,13.3,288.3
2025-06-25 03:03:33,12.7,1.2,-11.917718,-77.591957,13.3,286.3
2025-06-25 03:03:50,12.3,2.0,-11.917643,-77.592293,13.4,286.0
2025-06-25 03:04:05,12.2,-1.9,-11.917572,-77.592583,13.3,286.9
2025-06-25 03:04:19,12.6,2.0,-11.9175,-77.592888,13.2,284.8
N/A,0.0,0.0,0.0,0.0,0.0,0.0
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 03:05:57,12.4,1.8,-11.917018,-77.594902,13.4,289.1
2025-06-25 03:06:12,11.8,0.4,-11.916942,-77.595222,13.4,285.3
2025-06-25 03:06:27,12.5,-1.3,-11.916867,-77.595528,13.1,289.2
2025-06-25 03:06:42,12.4,1.9,-11.916792,-77.595833,13.3,287.6
2025-06-25 03:06:57,11.7,-1.1,-11.916712,-77.596153,13.3,286.0
2025-06-25 03:07:12,12.6,0.2,-11.916635,-77.596458,13.3,287.5
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 03:11:51,12.1,1.0,-11.914888,-77.601333,13.3,295.1
2025-06-25 03:12:06,12.7,0.0,-11.914783,-77.601502,13.3,296.2
2025-06-25 03:12:21,11.9,-1.0,-11.914683,-77.601723,13.3,293.8
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 03:14:54,12.1,0.8,-11.913435,-77.603325,13.3,300.3
2025-06-25 03:15:09,12.1,0.2,-11.913303,-77.603477,13.3,300.5
2025-06-25 03:15:24,12.8,-2.0,-11.91317,-77.603638,13.3,300.0
2025-06-25 03:15:39,12.0,1.8,-11.91305,-77.60379,13.2,299.3
2025-06-25 03:23:30,12.7,-1.8,-11.908978,-77.608658,13.3,304.2
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 03:23:59,11.7,-0.3,-11.908695,-77.60897,13.2,305.5
2025-06-25 03:26:47,12.7,1.7,-11.907385,-77.610985,13.3,293.7
2025-06-25 03:27:02,12.1,-2.0,-11.907285,-77.611305,13.3,292.6
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 03:27:43,12.3,-0.4,-11.907028,-77.612137,13.4,293.2
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 03:28:29,11.9,-0.3,-11.906718,-77.612862,13.3,296.7
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 03:29:05,11.9,1.9,-11.906438,-77.613235,13.3,297.2
2025-06-25 03:29:20,12.6,0.2,-11.906332,-77.61351,13.2,293.2
2025-06-25 03:29:35,12.3,-1.1,-11.906235,-77.613785,13.3,292.8
2025-06-25 03:29:50,11.7,1.8,-11.90614,-77.614067,13.1,291.9
2025-06-25 03:30:04,12.5,-1.3,-11.906055,-77.614388,13.2,288.1
2025-06-25 03:30:20,12.4,0.3,-11.905978,-77.614693,13.3,286.6
